Tank,MLI,Pitch,Roll,Reading,Qty
Left,4,0,1.5,40.0,6350.0
Left,4,0,1.5,60.0,6440.0
Left,4,0,1.5,80.0,6530.0
Left,4,0,1.5,100.0,6620.0
Left,4,0,1.5,120.0,6700.0
Left,4,0,1.5,140.0,6860.0
Left,4,0,1.5,160.0,6860.0
Left,4,0,1.5,180.0,6860.0
Left,4,0,1.5,200.0,6990.0
Left,4,0,1.5,204.0,7110.0
Left,4,0.5,-1.5,0.0,5460.0
Left,4,0.5,-1.5,20.0,5690.0
Left,4,0.5,-1.5,40.0,5910.0
Left,4,0.5,-1.5,60.0,6110.0
Left,4,0.5,-1.5,80.0,6290.0
Left,4,0.5,-1.5,100.0,6460.0
Left,4,0.5,-1.5,120.0,6600.0
Left,4,0.5,-1.5,140.0,6830.0
Left,4,0.5,-1.5,160.0,6830.0
Left,4,0.5,-1.5,180.0,6830.0
Left,4,0.5,-1.5,200.0,7020.0
Left,4,0.5,-1.5,204.0,7110.0
Left,4,0.5,-1.0,0.0,5720.0
Left,4,0.5,-1.0,20.0,5900.0
Left,4,0.5,-1.0,40.0,6070.0
Left,4,0.5,-1.0,60.0,6220.0
Left,4,0.5,-1.0,80.0,6370.0
Left,4,0.5,-1.0,100.0,6500.0
Left,4,0.5,-1.0,120.0,6630.0
Left,4,0.5,-1.0,140.0,6850.0
Left,4,0.5,-1.0,160.0,6850.0
Left,4,0.5,-1.0,180.0,6850.0
Left,4,0.5,-1.0,200.0,7020.0
Left,4,0.5,-1.0,204.0,7110.0
Left,4,0.5,-0.5,0.0,5870.0
Left,4,0.5,-0.5,20.0,6020.0
Left,4,0.5,-0.5,40.0,6170.0
Left,4,0.5,-0.5,60.0,6300.0
Left,4,0.5,-0.5,80.0,6420.0
Left,4,0.5,-0.5,100.0,6540.0
Left,4,0.5,-0.5,120.0,6660.0
Left,4,0.5,-0.5,140.0,6860.0
Left,4,0.5,-0.5,160.0,6860.0
Left,4,0.5,-0.5,180.0,6860.0
Left,4,0.5,-0.5,200.0,7030.0
Left,4,0.5,-0.5,204.0,7110.0
Left,4,0.5,0.0,0.0,5970.0
Left,4,0.5,0.0,20.0,6100.0
Left,4,0.5,0.0,40.0,6220.0
Left,4,0.5,0.0,60.0,6340.0
Left,4,0.5,0.0,80.0,6460.0
Left,4,0.5,0.0,100.0,6570.0
Left,4,0.5,0.0,120.0,6680.0
Left,4,0.5,0.0,140.0,6870.0
Left,4,0.5,0.0,160.0,6870.0
Left,4,0.5,0.0,180.0,6870.0
Left,4,0.5,0.0,200.0,7020.0
Left,4,0.5,0.0,204.0,7110.0
Left,4,0.5,0.5,0.0,6050.0
Left,4,0.5,0.5,20.0,6160.0
Left,4,0.5,0.5,40.0,6270.0
Left,4,0.5,0.5,60.0,6380.0
Left,4,0.5,0.5,80.0,6490.0
Left,4,0.5,0.5,100.0,6600.0
Left,4,0.5,0.5,120.0,6690.0
Left,4,0.5,0.5,140.0,6870.0
Left,4,0.5,0.5,160.0,6870.0
Left,4,0.5,0.5,180.0,6870.0
Left,4,0.5,0.5,200.0,7020.0
Left,4,0.5,0.5,204.0,7110.0
Left,4,0.5,1.0,0.0,6110.0
Left,4,0.5,1.0,20.0,6210.0
Left,4,0.5,1.0,40.0,6320.0
Left,4,0.5,1.0,60.0,6420.0
Left,4,0.5,1.0,80.0,6520.0
Left,4,0.5,1.0,100.0,6610.0
Left,4,0.5,1.0,120.0,6700.0
Left,4,0.5,1.0,140.0,6870.0
Left,4,0.5,1.0,160.0,6870.0
Left,4,0.5,1.0,180.0,6870.0
Left,4,0.5,1.0,200.0,7010.0
Left,4,0.5,1.0,204.0,7110.0
Left,4,0.5,1.5,0.0,6160.0
Left,4,0.5,1.5,20.0,6260.0
Left,4,0.5,1.5,40.0,6350.0
Left,4,0.5,1.5,60.0,6450.0
Left,4,0.5,1.5,80.0,6540.0
Left,4,0.5,1.5,100.0,6630.0
Left,4,0.5,1.5,120.0,6710.0
Left,4,0.5,1.5,140.0,6870.0
Left,4,0.5,1.5,160.0,6870.0
Left,4,0.5,1.5,180.0,6870.0
Left,4,0.5,1.5,200.0,7010.0
Left,4,0.5,1.5,204.0,7110.0
Left,4,1,-1.5,0.0,5370.0
Left,4,1,-1.5,20.0,5610.0
Left,4,1,-1.5,40.0,5830.0
Left,4,1,-1.5,60.0,6050.0
Left,4,1,-1.5,80.0,6250.0
Left,4,1,-1.5,100.0,6430.0
Left,4,1,-1.5,120.0,6590.0
Left,4,1,-1.5,140.0,6840.0
Left,4,1,-1.5,160.0,6840.0
Left,4,1,-1.5,180.0,6840.0
Left,4,1,-1.5,200.0,7030.0
Left,4,1,-1.5,204.0,7110.0
Left,4,1,-1.0,0.0,5660.0
Left,4,1,-1.0,20.0,5860.0
Left,4,1,-1.0,40.0,6040.0
Left,4,1,-1.0,60.0,6210.0
Left,4,1,-1.0,80.0,6360.0
Left,4,1,-1.0,100.0,6500.0
Left,4,1,-1.0,120.0,6630.0
Left,4,1,-1.0,140.0,6850.0
Left,4,1,-1.0,160.0,6850.0
Left,4,1,-1.0,180.0,6850.0
Left,4,1,-1.0,200.0,7030.0
Left,4,1,-1.0,204.0,7110.0
Left,4,1,-0.5,0.0,5840.0
Left,4,1,-0.5,20.0,6000.0
Left,4,1,-0.5,40.0,6150.0
Left,4,1,-0.5,60.0,6290.0
Left,4,1,-0.5,80.0,6430.0
Left,4,1,-0.5,100.0,6550.0
Left,4,1,-0.5,120.0,6660.0
Left,4,1,-0.5,140.0,6870.0
Left,4,1,-0.5,160.0,6870.0
Left,4,1,-0.5,180.0,6870.0
Left,4,1,-0.5,200.0,7040.0
Left,4,1,-0.5,204.0,7110.0
Left,4,1,0.0,0.0,5950.0
Left,4,1,0.0,20.0,6080.0
Left,4,1,0.0,40.0,6220.0
Left,4,1,0.0,60.0,6340.0
Left,4,1,0.0,80.0,6460.0
Left,4,1,0.0,100.0,6580.0
Left,4,1,0.0,120.0,6680.0
Left,4,1,0.0,140.0,6880.0
Left,4,1,0.0,160.0,6880.0
Left,4,1,0.0,180.0,6880.0
Left,4,1,0.0,200.0,7030.0
Left,4,1,0.0,204.0,7110.0
Left,4,1,0.5,0.0,6040.0
Left,4,1,0.5,20.0,6150.0
Left,4,1,0.5,40.0,6270.0
Left,4,1,0.5,60.0,6390.0
Left,4,1,0.5,80.0,6500.0
Left,4,1,0.5,100.0,6600.0
Left,4,1,0.5,120.0,6700.0
Left,4,1,0.5,140.0,6880.0
Left,4,1,0.5,160.0,6880.0
Left,4,1,0.5,180.0,6880.0
Left,4,1,0.5,200.0,7030.0
Left,4,1,0.5,204.0,7110.0
Left,4,1,1.0,0.0,6100.0
Left,4,1,1.0,20.0,6210.0
Left,4,1,1.0,40.0,6310.0
Left,4,1,1.0,60.0,6420.0
Left,4,1,1.0,80.0,6520.0
Left,4,1,1.0,100.0,6620.0
Left,4,1,1.0,120.0,6710.0
Left,4,1,1.0,140.0,6880.0
Left,4,1,1.0,160.0,6880.0
Left,4,1,1.0,180.0,6880.0
Left,4,1,1.0,200.0,7020.0
Left,4,1,1.0,204.0,7110.0
Left,4,1,1.5,0.0,6160.0
Left,4,1,1.5,20.0,6260.0
Left,4,1,1.5,40.0,6350.0
Left,4,1,1.5,60.0,6450.0
Left,4,1,1.5,80.0,6540.0
Left,4,1,1.5,100.0,6630.0
Left,4,1,1.5,120.0,6720.0
Left,4,1,1.5,140.0,6880.0
Left,4,1,1.5,160.0,6880.0
Left,4,1,1.5,180.0,6880.0
Left,4,1,1.5,200.0,7020.0
Left,4,1,1.5,204.0,7110.0
Left,4,1.5,-1.5,0.0,5250.0
Left,4,1.5,-1.5,20.0,5510.0
Left,4,1.5,-1.5,40.0,5750.0
Left,4,1.5,-1.5,60.0,5980.0
Left,4,1.5,-1.5,80.0,6200.0
Left,4,1.5,-1.5,100.0,6390.0
Left,4,1.5,-1.5,120.0,6570.0
Left,4,1.5,-1.5,140.0,6850.0
Left,4,1.5,-1.5,160.0,6850.0
Left,4,1.5,-1.5,180.0,6850.0
Left,4,1.5,-1.5,200.0,7040.0
Left,4,1.5,-1.5,204.0,7110.0
Left,4,1.5,-1.0,0.0,5570.0
Left,4,1.5,-1.0,20.0,5790.0
Left,4,1.5,-1.0,40.0,6000.0
Left,4,1.5,-1.0,60.0,6180.0
Left,4,1.5,-1.0,80.0,6350.0
Left,4,1.5,-1.0,100.0,6490.0
Left,4,1.5,-1.0,120.0,6630.0
Left,4,1.5,-1.0,140.0,6860.0
Left,4,1.5,-1.0,160.0,6860.0
Left,4,1.5,-1.0,180.0,6860.0
Left,4,1.5,-1.0,200.0,7040.0
Left,4,1.5,-1.0,204.0,7110.0
Left,4,1.5,-0.5,0.0,5780.0
Left,4,1.5,-0.5,20.0,5960.0
Left,4,1.5,-0.5,40.0,6130.0
Left,4,1.5,-0.5,60.0,6290.0
Left,4,1.5,-0.5,80.0,6430.0
Left,4,1.5,-0.5,100.0,6550.0
Left,4,1.5,-0.5,120.0,6670.0
Left,4,1.5,-0.5,140.0,6870.0
Left,4,1.5,-0.5,160.0,6870.0
Left,4,1.5,-0.5,180.0,6870.0
Left,4,1.5,-0.5,200.0,7050.0
Left,4,1.5,-0.5,204.0,7110.0
Left,4,1.5,0.0,0.0,5930.0
Left,4,1.5,0.0,20.0,6070.0
Left,4,1.5,0.0,40.0,6210.0
Left,4,1.5,0.0,60.0,6340.0
Left,4,1.5,0.0,80.0,6460.0
Left,4,1.5,0.0,100.0,6580.0
Left,4,1.5,0.0,120.0,6690.0
Left,4,1.5,0.0,140.0,6880.0
Left,4,1.5,0.0,160.0,6880.0
Left,4,1.5,0.0,180.0,6880.0
Left,4,1.5,0.0,200.0,7040.0
Left,4,1.5,0.0,204.0,7110.0
Left,4,1.5,0.5,0.0,6020.0
Left,4,1.5,0.5,20.0,6150.0
Left,4,1.5,0.5,40.0,6270.0
Left,4,1.5,0.5,60.0,6390.0
Left,4,1.5,0.5,80.0,6500.0
Left,4,1.5,0.5,100.0,6610.0
Left,4,1.5,0.5,120.0,6710.0
Left,4,1.5,0.5,140.0,6890.0
Left,4,1.5,0.5,160.0,6890.0
Left,4,1.5,0.5,180.0,6890.0
Left,4,1.5,0.5,200.0,7040.0
Left,4,1.5,0.5,204.0,7110.0
Left,4,1.5,1.0,0.0,6090.0
Left,4,1.5,1.0,20.0,6200.0
Left,4,1.5,1.0,40.0,6310.0
Left,4,1.5,1.0,60.0,6420.0
Left,4,1.5,1.0,80.0,6530.0
Left,4,1.5,1.0,100.0,6630.0
Left,4,1.5,1.0,120.0,6720.0
Left,4,1.5,1.0,140.0,6890.0
Left,4,1.5,1.0,160.0,6890.0
Left,4,1.5,1.0,180.0,6890.0
Left,4,1.5,1.0,200.0,7030.0
Left,4,1.5,1.0,204.0,7110.0
Left,4,1.5,1.5,0.0,6150.0
Left,4,1.5,1.5,20.0,6250.0
Left,4,1.5,1.5,40.0,6350.0
Left,4,1.5,1.5,60.0,6450.0
Left,4,1.5,1.5,80.0,6550.0
Left,4,1.5,1.5,100.0,6640.0
Left,4,1.5,1.5,120.0,6730.0
Left,4,1.5,1.5,140.0,6890.0
Left,4,1.5,1.5,160.0,6890.0
Left,4,1.5,1.5,180.0,6890.0
Left,4,1.5,1.5,200.0,7030.0
Left,4,1.5,1.5,204.0,7110.0
Center,A,1,0.0,2.0,300.0
Center,G,1,0.0,2.0,300.0
Center,A,2,0.0,2.0,300.0
Center,G,2,0.0,2.0,300.0
Center,A,3,0.0,2.0,350.0
Center,G,3,0.0,2.0,350.0
Center,A,4,0.0,2.0,350.0
Center,G,4,0.0,2.0,350.0
Center,A,5,0.0,2.0,350.0
Center,G,5,0.0,2.0,350.0
Center,A,6,0.0,2.0,350.0
Center,G,6,0.0,2.0,350.0
Center,A,7,0.0,2.0,350.0
Center,G,7,0.0,2.0,350.0
Center,A,1,0.0,4.0,400.0
Center,G,1,0.0,4.0,400.0
Center,A,2,0.0,4.0,450.0
Center,G,2,0.0,4.0,450.0
Center,A,3,0.0,4.0,450.0
Center,G,3,0.0,4.0,450.0
Center,A,4,0.0,4.0,500.0
Center,G,4,0.0,4.0,500.0
Center,A,5,0.0,4.0,500.0
Center,G,5,0.0,4.0,500.0
Center,A,6,0.0,4.0,500.0
Center,G,6,0.0,4.0,500.0
Center,A,7,0.0,4.0,500.0
Center,G,7,0.0,4.0,500.0
Center,A,1,0.0,6.0,600.0
Center,G,1,0.0,6.0,600.0
Center,A,2,0.0,6.0,600.0
Center,G,2,0.0,6.0,600.0
Center,A,3,0.0,6.0,650.0
Center,G,3,0.0,6.0,650.0
Center,A,4,0.0,6.0,650.0
Center,G,4,0.0,6.0,650.0
Center,A,5,0.0,6.0,650.0
Center,G,5,0.0,6.0,650.0
Center,A,6,0.0,6.0,650.0
Center,G,6,0.0,6.0,650.0
Center,A,7,0.0,6.0,650.0
Center,G,7,0.0,6.0,650.0
Center,A,1,0.0,8.0,750.0
Center,G,1,0.0,8.0,750.0
Center,A,2,0.0,8.0,750.0
Center,G,2,0.0,8.0,750.0
Center,A,3,0.0,8.0,750.0
Center,G,3,0.0,8.0,750.0
Center,A,4,0.0,8.0,750.0
Center,G,4,0.0,8.0,750.0
Center,A,5,0.0,8.0,750.0
Center,G,5,0.0,8.0,750.0
Center,A,6,0.0,8.0,750.0
Center,G,6,0.0,8.0,750.0
Center,A,7,0.0,8.0,750.0
Center,G,7,0.0,8.0,750.0
Center,A,1,0.0,10.0,900.0
Center,G,1,0.0,10.0,900.0
Center,A,2,0.0,10.0,850.0
Center,G,2,0.0,10.0,850.0
Center,A,3,0.0,10.0,850.0
Center,G,3,0.0,10.0,850.0
Center,A,4,0.0,10.0,850.0
Center,G,4,0.0,10.0,850.0
Center,A,5,0.0,10.0,850.0
Center,G,5,0.0,10.0,850.0
Center,A,6,0.0,10.0,850.0
Center,G,6,0.0,10.0,850.0
Center,A,7,0.0,10.0,900.0
Center,G,7,0.0,10.0,900.0
Center,A,1,0.0,12.0,1050.0
Center,G,1,0.0,12.0,1050.0
Center,A,2,0.0,12.0,1000.0
Center,G,2,0.0,12.0,1000.0
Center,A,3,0.0,12.0,1000.0
Center,G,3,0.0,12.0,1000.0
Center,A,4,0.0,12.0,1000.0
Center,G,4,0.0,12.0,1000.0
Center,A,5,0.0,12.0,1000.0
Center,G,5,0.0,12.0,1000.0
Center,A,6,0.0,12.0,1000.0
Center,G,6,0.0,12.0,1000.0
Center,A,7,0.0,12.0,1050.0
Center,G,7,0.0,12.0,1050.0
Center,A,1,0.0,14.0,1250.0
Center,G,1,0.0,14.0,1250.0
Center,A,2,0.0,14.0,1250.0
Center,G,2,0.0,14.0,1250.0
Center,A,3,0.0,14.0,1200.0
Center,G,3,0.0,14.0,1200.0
Center,A,4,0.0,14.0,1200.0
Center,G,4,0.0,14.0,1200.0
Center,A,5,0.0,14.0,1200.0
Center,G,5,0.0,14.0,1200.0
Center,A,6,0.0,14.0,1200.0
Center,G,6,0.0,14.0,1200.0
Center,A,7,0.0,14.0,1200.0
Center,G,7,0.0,14.0,1200.0
Center,A,1,0.0,16.0,1450.0
Center,G,1,0.0,16.0,1450.0
Center,A,2,0.0,16.0,1450.0
Center,G,2,0.0,16.0,1450.0
Center,A,3,0.0,16.0,1400.0
Center,G,3,0.0,16.0,1400.0
Center,A,4,0.0,16.0,1400.0
Center,G,4,0.0,16.0,1400.0
Center,A,5,0.0,16.0,1400.0
Center,G,5,0.0,16.0,1400.0
Center,A,6,0.0,16.0,1400.0
Center,G,6,0.0,16.0,1400.0
Center,A,7,0.0,16.0,1400.0
Center,G,7,0.0,16.0,1400.0
Center,A,1,0.0,18.0,1650.0
Center,G,1,0.0,18.0,1650.0
Center,A,2,0.0,18.0,1650.0
Center,G,2,0.0,18.0,1650.0
Center,A,3,0.0,18.0,1650.0
Center,G,3,0.0,18.0,1650.0
Center,A,4,0.0,18.0,1600.0
Center,G,4,0.0,18.0,1600.0
Center,A,5,0.0,18.0,1600.0
Center,G,5,0.0,18.0,1600.0
Center,A,6,0.0,18.0,1600.0
Center,G,6,0.0,18.0,1600.0
Center,A,7,0.0,18.0,1600.0
Center,G,7,0.0,18.0,1600.0
Center,A,1,0.0,20.0,1900.0
Center,G,1,0.0,20.0,1900.0
Center,A,2,0.0,20.0,1850.0
Center,G,2,0.0,20.0,1850.0
Center,A,3,0.0,20.0,1850.0
Center,G,3,0.0,20.0,1850.0
Center,A,4,0.0,20.0,1850.0
Center,G,4,0.0,20.0,1850.0
Center,A,5,0.0,20.0,1850.0
Center,G,5,0.0,20.0,1850.0
Center,A,6,0.0,20.0,1800.0
Center,G,6,0.0,20.0,1800.0
Center,A,7,0.0,20.0,1800.0
Center,G,7,0.0,20.0,1800.0
Center,A,1,0.0,22.0,2100.0
Center,G,1,0.0,22.0,2100.0
Center,A,2,0.0,22.0,2050.0
Center,G,2,0.0,22.0,2050.0
Center,A,3,0.0,22.0,2050.0
Center,G,3,0.0,22.0,2050.0
Center,A,4,0.0,22.0,2050.0
Center,G,4,0.0,22.0,2050.0
Center,A,5,0.0,22.0,2050.0
Center,G,5,0.0,22.0,2050.0
Center,A,6,0.0,22.0,2000.0
Center,G,6,0.0,22.0,2000.0
Center,A,7,0.0,22.0,2000.0
Center,G,7,0.0,22.0,2000.0
Center,A,1,0.0,24.0,2300.0
Center,G,1,0.0,24.0,2300.0
Center,A,2,0.0,24.0,2250.0
Center,G,2,0.0,24.0,2250.0
Center,A,3,0.0,24.0,2250.0
Center,G,3,0.0,24.0,2250.0
Center,A,4,0.0,24.0,2250.0
Center,G,4,0.0,24.0,2250.0
Center,A,5,0.0,24.0,2200.0
Center,G,5,0.0,24.0,2200.0
Center,A,6,0.0,24.0,2200.0
Center,G,6,0.0,24.0,2200.0
Center,A,7,0.0,24.0,2150.0
Center,G,7,0.0,24.0,2150.0
Center,A,1,0.0,26.0,2450.0
Center,G,1,0.0,26.0,2450.0
Center,A,2,0.0,26.0,2450.0
Center,G,2,0.0,26.0,2450.0
Center,A,3,0.0,26.0,2450.0
Center,G,3,0.0,26.0,2450.0
Center,A,4,0.0,26.0,2450.0
Center,G,4,0.0,26.0,2450.0
Center,A,5,0.0,26.0,2450.0
Center,G,5,0.0,26.0,2450.0
Center,A,6,0.0,26.0,2400.0
Center,G,6,0.0,26.0,2400.0
Center,A,7,0.0,26.0,2350.0
Center,G,7,0.0,26.0,2350.0
Center,A,1,0.0,28.0,2700.0
Center,G,1,0.0,28.0,2700.0
Center,A,2,0.0,28.0,2650.0
Center,G,2,0.0,28.0,2650.0
Center,A,3,0.0,28.0,2650.0
Center,G,3,0.0,28.0,2650.0
Center,A,4,0.0,28.0,2650.0
Center,G,4,0.0,28.0,2650.0
Center,A,5,0.0,28.0,2600.0
Center,G,5,0.0,28.0,2600.0
Center,A,6,0.0,28.0,2550.0
Center,G,6,0.0,28.0,2550.0
Center,A,7,0.0,28.0,2550.0
Center,G,7,0.0,28.0,2550.0
Center,A,1,0.0,30.0,2900.0
Center,G,1,0.0,30.0,2900.0
Center,A,2,0.0,30.0,2850.0
Center,G,2,0.0,30.0,2850.0
Center,A,3,0.0,30.0,2850.0
Center,G,3,0.0,30.0,2850.0
Center,A,4,0.0,30.0,2850.0
Center,G,4,0.0,30.0,2850.0
Center,A,5,0.0,30.0,2800.0
Center,G,5,0.0,30.0,2800.0
Center,A,6,0.0,30.0,2800.0
Center,G,6,0.0,30.0,2800.0
Center,A,7,0.0,30.0,2750.0
Center,G,7,0.0,30.0,2750.0
Center,A,1,0.0,32.0,3050.0
Center,G,1,0.0,32.0,3050.0
Center,A,2,0.0,32.0,3050.0
Center,G,2,0.0,32.0,3050.0
Center,A,3,0.0,32.0,3050.0
Center,G,3,0.0,32.0,3050.0
Center,A,4,0.0,32.0,3050.0
Center,G,4,0.0,32.0,3050.0
Center,A,5,0.0,32.0,3000.0
Center,G,5,0.0,32.0,3000.0
Center,A,6,0.0,32.0,3000.0
Center,G,6,0.0,32.0,3000.0
Center,A,7,0.0,32.0,2950.0
Center,G,7,0.0,32.0,2950.0
Center,A,1,0.0,34.0,3250.0
Center,G,1,0.0,34.0,3250.0
Center,A,2,0.0,34.0,3250.0
Center,G,2,0.0,34.0,3250.0
Center,A,3,0.0,34.0,3250.0
Center,G,3,0.0,34.0,3250.0
Center,A,4,0.0,34.0,3250.0
Center,G,4,0.0,34.0,3250.0
Center,A,5,0.0,34.0,3200.0
Center,G,5,0.0,34.0,3200.0
Center,A,6,0.0,34.0,3200.0
Center,G,6,0.0,34.0,3200.0
Center,A,7,0.0,34.0,3150.0
Center,G,7,0.0,34.0,3150.0
Center,A,1,0.0,36.0,3500.0
Center,G,1,0.0,36.0,3500.0
Center,A,2,0.0,36.0,3500.0
Center,G,2,0.0,36.0,3500.0
Center,A,3,0.0,36.0,3450.0
Center,G,3,0.0,36.0,3450.0
Center,A,4,0.0,36.0,3450.0
Center,G,4,0.0,36.0,3450.0
Center,A,5,0.0,36.0,3450.0
Center,G,5,0.0,36.0,3450.0
Center,A,6,0.0,36.0,3400.0
Center,G,6,0.0,36.0,3400.0
Center,A,7,0.0,36.0,3400.0
Center,G,7,0.0,36.0,3400.0
Center,A,1,0.0,38.0,3700.0
Center,G,1,0.0,38.0,3700.0
Center,A,2,0.0,38.0,3700.0
Center,G,2,0.0,38.0,3700.0
Center,A,3,0.0,38.0,3700.0
Center,G,3,0.0,38.0,3700.0
Center,A,4,0.0,38.0,3700.0
Center,G,4,0.0,38.0,3700.0
Center,A,5,0.0,38.0,3650.0
Center,G,5,0.0,38.0,3650.0
Center,A,6,0.0,38.0,3650.0
Center,G,6,0.0,38.0,3650.0
Center,A,7,0.0,38.0,3600.0
Center,G,7,0.0,38.0,3600.0
Center,A,1,0.0,40.0,3900.0
Center,G,1,0.0,40.0,3900.0
Center,A,2,0.0,40.0,3900.0
Center,G,2,0.0,40.0,3900.0
Center,A,3,0.0,40.0,3900.0
Center,G,3,0.0,40.0,3900.0
Center,A,4,0.0,40.0,3900.0
Center,G,4,0.0,40.0,3900.0
Center,A,5,0.0,40.0,3900.0
Center,G,5,0.0,40.0,3900.0
Center,A,6,0.0,40.0,3850.0
Center,G,6,0.0,40.0,3850.0
Center,A,7,0.0,40.0,3800.0
Center,G,7,0.0,40.0,3800.0
Center,A,1,0.0,42.0,4100.0
Center,G,1,0.0,42.0,4100.0
Center,A,2,0.0,42.0,4100.0
Center,G,2,0.0,42.0,4100.0
Center,A,3,0.0,42.0,4100.0
Center,G,3,0.0,42.0,4100.0
Center,A,4,0.0,42.0,4100.0
Center,G,4,0.0,42.0,4100.0
Center,A,5,0.0,42.0,4100.0
Center,G,5,0.0,42.0,4100.0
Center,A,6,0.0,42.0,4050.0
Center,G,6,0.0,42.0,4050.0
Center,A,7,0.0,42.0,4050.0
Center,G,7,0.0,42.0,4050.0
Center,A,1,0.0,44.0,4350.0
Center,G,1,0.0,44.0,4350.0
Center,A,2,0.0,44.0,4350.0
Center,G,2,0.0,44.0,4350.0
Center,A,3,0.0,44.0,4350.0
Center,G,3,0.0,44.0,4350.0
Center,A,4,0.0,44.0,4300.0
Center,G,4,0.0,44.0,4300.0
Center,A,5,0.0,44.0,4300.0
Center,G,5,0.0,44.0,4300.0
Center,A,6,0.0,44.0,4250.0
Center,G,6,0.0,44.0,4250.0
Center,A,7,0.0,44.0,4250.0
Center,G,7,0.0,44.0,4250.0
Center,A,1,0.0,46.0,4550.0
Center,G,1,0.0,46.0,4550.0
Center,A,2,0.0,46.0,4550.0
Center,G,2,0.0,46.0,4550.0
Center,A,3,0.0,46.0,4550.0
Center,G,3,0.0,46.0,4550.0
Center,A,4,0.0,46.0,4550.0
Center,G,4,0.0,46.0,4550.0
Center,A,5,0.0,46.0,4500.0
Center,G,5,0.0,46.0,4500.0
Center,A,6,0.0,46.0,4500.0
Center,G,6,0.0,46.0,4500.0
Center,A,7,0.0,46.0,4450.0
Center,G,7,0.0,46.0,4450.0
Center,A,1,0.0,48.0,4750.0
Center,G,1,0.0,48.0,4750.0
Center,A,2,0.0,48.0,4750.0
Center,G,2,0.0,48.0,4750.0
Center,A,3,0.0,48.0,4750.0
Center,G,3,0.0,48.0,4750.0
Center,A,4,0.0,48.0,4700.0
Center,G,4,0.0,48.0,4700.0
Center,A,5,0.0,48.0,4700.0
Center,G,5,0.0,48.0,4700.0
Center,A,6,0.0,48.0,4650.0
Center,G,6,0.0,48.0,4650.0
Center,A,7,0.0,48.0,4650.0
Center,G,7,0.0,48.0,4650.0
Center,A,1,0.0,50.0,4950.0
Center,G,1,0.0,50.0,4950.0
Center,A,2,0.0,50.0,4950.0
Center,G,2,0.0,50.0,4950.0
Center,A,3,0.0,50.0,4950.0
Center,G,3,0.0,50.0,4950.0
Center,A,4,0.0,50.0,4950.0
Center,G,4,0.0,50.0,4950.0
Center,A,5,0.0,50.0,4900.0
Center,G,5,0.0,50.0,4900.0
Center,A,6,0.0,50.0,4900.0
Center,G,6,0.0,50.0,4900.0
Center,A,7,0.0,50.0,4850.0
Center,G,7,0.0,50.0,4850.0
Center,A,1,0.0,52.0,5150.0
Center,G,1,0.0,52.0,5150.0
Center,A,2,0.0,52.0,5150.0
Center,G,2,0.0,52.0,5150.0
Center,A,3,0.0,52.0,5150.0
Center,G,3,0.0,52.0,5150.0
Center,A,4,0.0,52.0,5150.0
Center,G,4,0.0,52.0,5150.0
Center,A,5,0.0,52.0,5100.0
Center,G,5,0.0,52.0,5100.0
Center,A,6,0.0,52.0,5100.0
Center,G,6,0.0,52.0,5100.0
Center,A,7,0.0,52.0,5050.0
Center,G,7,0.0,52.0,5050.0
Center,A,1,0.0,54.0,5400.0
Center,G,1,0.0,54.0,5400.0
Center,A,2,0.0,54.0,5400.0
Center,G,2,0.0,54.0,5400.0
Center,A,3,0.0,54.0,5400.0
Center,G,3,0.0,54.0,5400.0
Center,A,4,0.0,54.0,5400.0
Center,G,4,0.0,54.0,5400.0
Center,A,5,0.0,54.0,5350.0
Center,G,5,0.0,54.0,5350.0
Center,A,6,0.0,54.0,5300.0
Center,G,6,0.0,54.0,5300.0
Center,A,7,0.0,54.0,5250.0
Center,G,7,0.0,54.0,5250.0
Center,A,1,0.0,56.0,5600.0
Center,G,1,0.0,56.0,5600.0
Center,A,2,0.0,56.0,5600.0
Center,G,2,0.0,56.0,5600.0
Center,A,3,0.0,56.0,5600.0
Center,G,3,0.0,56.0,5600.0
Center,A,4,0.0,56.0,5600.0
Center,G,4,0.0,56.0,5600.0
Center,A,5,0.0,56.0,5550.0
Center,G,5,0.0,56.0,5550.0
Center,A,6,0.0,56.0,5500.0
Center,G,6,0.0,56.0,5500.0
Center,A,7,0.0,56.0,5450.0
Center,G,7,0.0,56.0,5450.0
Center,A,1,0.0,58.0,5800.0
Center,G,1,0.0,58.0,5800.0
Center,A,2,0.0,58.0,5800.0
Center,G,2,0.0,58.0,5800.0
Center,A,3,0.0,58.0,5800.0
Center,G,3,0.0,58.0,5800.0
Center,A,4,0.0,58.0,5750.0
Center,G,4,0.0,58.0,5750.0
Center,A,5,0.0,58.0,5750.0
Center,G,5,0.0,58.0,5750.0
Center,A,6,0.0,58.0,5700.0
Center,G,6,0.0,58.0,5700.0
Center,A,7,0.0,58.0,5650.0
Center,G,7,0.0,58.0,5650.0
Center,A,1,0.0,60.0,6000.0
Center,G,1,0.0,60.0,6000.0
Center,A,2,0.0,60.0,6000.0
Center,G,2,0.0,60.0,6000.0
Center,A,3,0.0,60.0,6000.0
Center,G,3,0.0,60.0,6000.0
Center,A,4,0.0,60.0,5950.0
Center,G,4,0.0,60.0,5950.0
Center,A,5,0.0,60.0,5950.0
Center,G,5,0.0,60.0,5950.0
Center,A,6,0.0,60.0,5900.0
Center,G,6,0.0,60.0,5900.0
